Num Constraints,Median,5th Percentile,95th Percentile
1027992,934.4300000000001,913.6845,950.5185
503704,571.56,564.0345,581.3735000000001
241560,285.265,280.5085,289.5745
110488,139.775,138.897,141.34550000000002
44952,75.9405,75.33149999999999,76.46884999999999
12184,49.637,49.0156,50.11225
0,39.8125,39.354299999999995,40.42665
