Num Constraints,Median,5th Percentile,95th Percentile
1027992,1.0510000000000002,0.965900000000002,1.1851000000000005
503704,0.6319999999999997,0.4757000000000007,0.7400000000000005
241560,0.34999999999999964,0.23495000000000033,0.5505399999999996
110488,0.2345000000000006,0.16364000000000015,0.2843199999999997
44952,0.16710000000000003,0.13902999999999988,0.19530000000000006
12184,0.13420000000000032,0.10194999999999985,0.1864
0,0.12590000000000012,0.0677999999999999,0.17910000000000006
